SOC (%), Capacity (mAh), Current (A), Voltage (V), Time
1.35952,0.00135952,0.0188672,3.14781,00:13:13
1.33445,0.00133445,0.0180469,3.1452,00:13:13
1.30939,0.00130939,0.0180469,3.14258,00:13:13
1.28432,0.00128432,0.0180469,3.13995,00:13:13
1.25926,0.00125926,0.0180469,3.13732,00:13:13
1.23533,0.00123533,0.0172266,3.1348,00:13:14
1.21027,0.00121027,0.0180469,3.13215,00:13:14
1.18634,0.00118634,0.0172266,3.12962,00:13:14
1.16242,0.00116242,0.0172266,3.12709,00:13:14
1.13849,0.00113849,0.0172266,3.12455,00:13:14
1.11456,0.00111456,0.0172266,3.12201,00:13:14
1.09064,0.00109064,0.0172266,3.11946,00:13:14
1.06785,0.00106785,0.0164062,3.11702,00:13:14
1.04507,0.00104507,0.0164062,3.11459,00:13:14
1.02114,0.00102114,0.0172266,3.11203,00:13:14
0.998353,0.000998353,0.0164062,3.10958,00:13:14
0.975567,0.000975567,0.0164062,3.10714,00:13:14
0.95392,0.00095392,0.0155859,3.10481,00:13:14
0.932273,0.000932273,0.0155859,3.10248,00:13:14
0.909486,0.000909486,0.0164062,3.10002,00:13:14
0.887839,0.000887839,0.0155859,3.09768,00:13:14
0.866192,0.000866192,0.0155859,3.09534,00:13:14
0.844545,0.000844545,0.0155859,3.09299,00:13:14
0.822898,0.000822898,0.0155859,3.09065,00:13:14
0.801251,0.000801251,0.0155859,3.0883,00:13:14
0.780743,0.000780743,0.0147656,3.08607,00:13:15
0.759095,0.000759096,0.0155859,3.08371,00:13:15
0.738588,0.000738588,0.0147656,3.08148,00:13:15
0.716941,0.000716941,0.0155859,3.07912,00:13:15
0.696433,0.000696433,0.0147656,3.07688,00:13:15
0.674786,0.000674786,0.0155859,3.07451,00:13:15
0.654278,0.000654278,0.0147656,3.07227,00:13:15
0.632631,0.000632631,0.0155859,3.0699,00:13:15
0.610983,0.000610983,0.0155859,3.06753,00:13:15
0.590476,0.000590476,0.0147656,3.06528,00:13:15
0.569968,0.000569968,0.0147656,3.06303,00:13:15
0.550599,0.000550599,0.0139453,3.0609,00:13:15
0.528952,0.000528952,0.0155859,3.05852,00:13:15
0.508444,0.000508444,0.0147656,3.05627,00:13:15
0.487937,0.000487937,0.0147656,3.05401,00:13:15
0.467429,0.000467429,0.0147656,3.05175,00:13:15
0.445782,0.000445782,0.0155859,3.04936,00:13:15
0.425274,0.000425274,0.0147656,3.0471,00:13:15
0.404766,0.000404766,0.0147656,3.04484,00:13:15
0.384258,0.000384258,0.0147656,3.04258,00:13:15
0.36375,0.00036375,0.0147656,3.04031,00:13:16
0.343243,0.000343243,0.0147656,3.03804,00:13:16
0.322735,0.000322735,0.0147656,3.03578,00:13:16
0.302227,0.000302227,0.0147656,3.03351,00:13:16
0.281719,0.000281719,0.0147656,3.03124,00:13:16
0.261211,0.000261211,0.0147656,3.02897,00:13:16
0.240703,0.000240703,0.0147656,3.0267,00:13:16
0.220196,0.000220196,0.0147656,3.02442,00:13:16
0.199688,0.000199688,0.0147656,3.02215,00:13:16
0.17918,0.00017918,0.0147656,3.01988,00:13:16
0.158672,0.000158672,0.0147656,3.0176,00:13:16
0.138164,0.000138164,0.0147656,3.01533,00:13:16
0.118796,0.000118796,0.0139453,3.01318,00:13:16
0.0982881,9.82881e-05,0.0147656,3.01091,00:13:16
0.0777803,7.77803e-05,0.0147656,3.00863,00:13:16
0.0572725,5.72725e-05,0.0147656,3.00636,00:13:16
0.0367647,3.67647e-05,0.0147656,3.00408,00:13:16
0.0173962,1.73962e-05,0.0139453,3.00193,00:13:16
-0.00311162,-3.11162e-06,0.0147656,nan,00:13:16
