SOC (%), Capacity (mAh), Current (A), Voltage (V), Time
77.4754,0.0774754,0.211641,3.91371,00:10:30
77.1803,0.0771803,0.212461,3.91086,00:10:30
76.8852,0.0768852,0.212461,3.90806,00:10:30
76.5912,0.0765912,0.211641,3.90532,00:10:30
76.2962,0.0762962,0.212461,3.90263,00:10:30
76.0011,0.0760011,0.212461,3.90001,00:10:30
75.706,0.075706,0.212461,3.89745,00:10:30
75.4109,0.0754109,0.212461,3.89496,00:10:30
75.1158,0.0751158,0.212461,3.89254,00:10:30
74.8207,0.0748207,0.212461,3.89017,00:10:31
74.5256,0.0745256,0.212461,3.88786,00:10:31
74.2305,0.0742305,0.212461,3.88561,00:10:31
73.9355,0.0739355,0.212461,3.88341,00:10:31
73.6415,0.0736415,0.211641,3.88128,00:10:31
73.3453,0.0733453,0.213281,3.87919,00:10:31
73.049,0.0730491,0.213281,3.87714,00:10:31
72.7528,0.0727528,0.213281,3.87515,00:10:31
72.4577,0.0724577,0.212461,3.87321,00:10:31
72.1627,0.0721627,0.212461,3.87132,00:10:31
71.8676,0.0718676,0.212461,3.86946,00:10:31
71.5725,0.0715725,0.212461,3.86765,00:10:31
71.2785,0.0712785,0.211641,3.86589,00:10:31
70.9834,0.0709834,0.212461,3.86415,00:10:31
70.6883,0.0706884,0.212461,3.86246,00:10:31
70.3921,0.0703921,0.213281,3.86079,00:10:31
70.097,0.070097,0.212461,3.85916,00:10:31
69.8019,0.0698019,0.212461,3.85756,00:10:31
69.5069,0.0695069,0.212461,3.85599,00:10:31
69.2106,0.0692106,0.213281,3.85444,00:10:31
68.9155,0.0689155,0.212461,3.85293,00:10:32
68.6205,0.0686205,0.212461,3.85143,00:10:32
68.3254,0.0683254,0.212461,3.84996,00:10:32
68.0303,0.0680303,0.212461,3.84851,00:10:32
67.7341,0.0677341,0.213281,3.84707,00:10:32
67.439,0.067439,0.212461,3.84565,00:10:32
67.1439,0.0671439,0.212461,3.84425,00:10:32
66.8476,0.0668477,0.213281,3.84285,00:10:32
66.5526,0.0665526,0.212461,3.84148,00:10:32
66.2575,0.0662575,0.212461,3.84011,00:10:32
65.9624,0.0659624,0.212461,3.83875,00:10:32
65.6662,0.0656662,0.213281,3.83739,00:10:32
65.3699,0.0653699,0.213281,3.83603,00:10:32
65.0737,0.0650737,0.213281,3.83468,00:10:32
64.7786,0.0647786,0.212461,3.83333,00:10:32
64.4824,0.0644824,0.213281,3.83197,00:10:32
64.1873,0.0641873,0.212461,3.83061,00:10:32
63.8911,0.0638911,0.213281,3.82925,00:10:32
63.596,0.063596,0.212461,3.82788,00:10:32
63.3009,0.0633009,0.212461,3.8265,00:10:32
63.0047,0.0630047,0.213281,3.82511,00:10:33
62.7084,0.0627084,0.213281,3.82371,00:10:33
62.4122,0.0624122,0.213281,3.8223,00:10:33
62.1171,0.0621171,0.212461,3.82087,00:10:33
61.8209,0.0618209,0.213281,3.81942,00:10:33
61.5247,0.0615247,0.213281,3.81795,00:10:33
61.2285,0.0612285,0.213281,3.81646,00:10:33
60.9311,0.0609311,0.214102,3.81494,00:10:33
60.6349,0.0606349,0.213281,3.81339,00:10:33
60.3398,0.0603398,0.212461,3.81183,00:10:33
60.0436,0.0600436,0.213281,3.81024,00:10:33
59.7473,0.0597473,0.213281,3.80861,00:10:33
59.4511,0.0594511,0.213281,3.80696,00:10:33
59.1549,0.0591549,0.213281,3.80527,00:10:33
58.8587,0.0588587,0.213281,3.80356,00:10:33
58.5625,0.0585625,0.213281,3.80182,00:10:33
58.2674,0.0582674,0.212461,3.80006,00:10:33
57.9711,0.0579711,0.213281,3.79827,00:10:33
57.6749,0.0576749,0.213281,3.79646,00:10:33
57.3798,0.0573798,0.212461,3.79463,00:10:33
57.0836,0.0570836,0.213281,3.79278,00:10:34
56.7874,0.0567874,0.213281,3.7909,00:10:34
56.4912,0.0564912,0.213281,3.78901,00:10:34
56.1949,0.0561949,0.213281,3.7871,00:10:34
55.8987,0.0558987,0.213281,3.78517,00:10:34
55.6025,0.0556025,0.213281,3.78322,00:10:34
55.3063,0.0553063,0.213281,3.78126,00:10:34
55.0089,0.0550089,0.214102,3.77928,00:10:34
54.7127,0.0547127,0.213281,3.77729,00:10:34
54.4165,0.0544165,0.213281,3.7753,00:10:34
54.1202,0.0541202,0.213281,3.77329,00:10:34
53.824,0.053824,0.213281,3.77127,00:10:34
53.5278,0.0535278,0.213281,3.76924,00:10:34
53.2304,0.0532304,0.214102,3.7672,00:10:34
52.9331,0.0529331,0.214102,3.76515,00:10:34
52.6368,0.0526368,0.213281,3.7631,00:10:34
52.3395,0.0523395,0.214102,3.76105,00:10:34
52.0432,0.0520432,0.213281,3.759,00:10:34
51.747,0.051747,0.213281,3.75695,00:10:34
51.4508,0.0514508,0.213281,3.75489,00:10:34
51.1546,0.0511546,0.213281,3.75283,00:10:35
50.8572,0.0508572,0.214102,3.75077,00:10:35
50.5598,0.0505598,0.214102,3.74871,00:10:35
50.2625,0.0502625,0.214102,3.74666,00:10:35
49.9663,0.0499663,0.213281,3.74462,00:10:35
49.67,0.04967,0.213281,3.74258,00:10:35
49.3727,0.0493727,0.214102,3.74054,00:10:35
49.0764,0.0490764,0.213281,3.73852,00:10:35
48.7791,0.0487791,0.214102,3.7365,00:10:35
48.4829,0.0484829,0.213281,3.7345,00:10:35
48.1855,0.0481855,0.214102,3.7325,00:10:35
47.8881,0.0478881,0.214102,3.73051,00:10:35
47.5908,0.0475908,0.214102,3.72854,00:10:35
47.2923,0.0472923,0.214922,3.72656,00:10:35
46.9949,0.0469949,0.214102,3.72462,00:10:35
46.6975,0.0466975,0.214102,3.72269,00:10:35
46.4002,0.0464002,0.214102,3.72078,00:10:35
46.1028,0.0461028,0.214102,3.71889,00:10:35
45.8043,0.0458043,0.214922,3.71701,00:10:35
45.5058,0.0455058,0.214922,3.71516,00:10:35
45.2062,0.0452062,0.215742,3.71331,00:10:36
44.9076,0.0449077,0.214922,3.7115,00:10:36
44.6091,0.0446091,0.214922,3.70971,00:10:36
44.3106,0.0443106,0.214922,3.70795,00:10:36
44.0121,0.0440121,0.214922,3.70621,00:10:36
43.7136,0.0437136,0.214922,3.7045,00:10:36
43.4151,0.0434151,0.214922,3.70282,00:10:36
43.1166,0.0431166,0.214922,3.70118,00:10:36
42.8181,0.0428181,0.214922,3.69956,00:10:36
42.5196,0.0425196,0.214922,3.69797,00:10:36
42.22,0.04222,0.215742,3.69641,00:10:36
41.9203,0.0419203,0.215742,3.69488,00:10:36
41.6207,0.0416207,0.215742,3.69339,00:10:36
41.321,0.041321,0.215742,3.69193,00:10:36
41.0214,0.0410214,0.215742,3.69052,00:10:36
40.7218,0.0407218,0.215742,3.68914,00:10:36
40.4221,0.0404221,0.215742,3.68781,00:10:36
40.1225,0.0401225,0.215742,3.68652,00:10:36
39.8228,0.0398228,0.215742,3.68526,00:10:36
39.522,0.039522,0.216562,3.68405,00:10:36
39.2224,0.0392224,0.215742,3.68288,00:10:37
38.9205,0.0389205,0.217383,3.68173,00:10:37
38.6208,0.0386208,0.215742,3.68064,00:10:37
38.3212,0.0383212,0.215742,3.67957,00:10:37
38.0204,0.0380204,0.216562,3.67854,00:10:37
37.7196,0.0377196,0.216562,3.67753,00:10:37
37.4177,0.0374177,0.217383,3.67655,00:10:37
37.1169,0.0371169,0.216562,3.6756,00:10:37
36.8162,0.0368162,0.216562,3.67468,00:10:37
36.5154,0.0365154,0.216562,3.67377,00:10:37
36.2135,0.0362135,0.217383,3.67288,00:10:37
35.9127,0.0359127,0.216562,3.67201,00:10:37
35.6119,0.0356119,0.216562,3.67116,00:10:37
35.31,0.03531,0.217383,3.67032,00:10:37
35.0081,0.0350081,0.217383,3.66949,00:10:37
34.7073,0.0347073,0.216562,3.66867,00:10:37
34.4054,0.0344054,0.217383,3.66786,00:10:37
34.1034,0.0341034,0.217383,3.66705,00:10:37
33.8015,0.0338015,0.217383,3.66625,00:10:37
33.4996,0.0334996,0.217383,3.66546,00:10:37
33.1977,0.0331977,0.217383,3.66466,00:10:38
32.8958,0.0328958,0.217383,3.66386,00:10:38
32.5927,0.0325927,0.218203,3.66306,00:10:38
32.2908,0.0322908,0.217383,3.66225,00:10:38
31.9877,0.0319877,0.218203,3.66143,00:10:38
31.6858,0.0316858,0.217383,3.6606,00:10:38
31.3827,0.0313827,0.218203,3.65976,00:10:38
31.0808,0.0310808,0.217383,3.65891,00:10:38
30.7778,0.0307778,0.218203,3.65804,00:10:38
30.4747,0.0304747,0.218203,3.65715,00:10:38
30.1716,0.0301716,0.218203,3.65624,00:10:38
29.8686,0.0298686,0.218203,3.6553,00:10:38
29.5655,0.0295655,0.218203,3.65435,00:10:38
29.2625,0.0292625,0.218203,3.65336,00:10:38
28.9594,0.0289594,0.218203,3.65235,00:10:38
28.6552,0.0286552,0.219023,3.65131,00:10:38
28.3521,0.0283521,0.218203,3.65023,00:10:38
28.0479,0.0280479,0.219023,3.64912,00:10:38
27.7437,0.0277437,0.219023,3.64797,00:10:38
27.4395,0.0274395,0.219023,3.64678,00:10:38
27.1353,0.0271353,0.219023,3.64555,00:10:39
26.8311,0.0268311,0.219023,3.64428,00:10:39
26.5269,0.0265269,0.219023,3.64296,00:10:39
26.2216,0.0262216,0.219844,3.64159,00:10:39
25.9174,0.0259174,0.219023,3.64017,00:10:39
25.6132,0.0256132,0.219023,3.63871,00:10:39
25.3079,0.0253079,0.219844,3.63719,00:10:39
25.0025,0.0250025,0.219844,3.63561,00:10:39
24.6972,0.0246972,0.219844,3.63398,00:10:39
24.3907,0.0243907,0.220664,3.63227,00:10:39
24.0842,0.0240842,0.220664,3.63051,00:10:39
23.7789,0.0237789,0.219844,3.62868,00:10:39
23.4724,0.0234724,0.220664,3.62679,00:10:39
23.1659,0.0231659,0.220664,3.62482,00:10:39
22.8595,0.0228595,0.220664,3.62279,00:10:39
22.553,0.022553,0.220664,3.62068,00:10:39
22.2465,0.0222465,0.220664,3.61849,00:10:39
21.94,0.02194,0.220664,3.61623,00:10:39
21.6336,0.0216336,0.220664,3.61389,00:10:39
21.3271,0.0213271,0.220664,3.61147,00:10:39
21.0252,0.0210252,0.217383,3.60901,00:10:40
20.7244,0.0207244,0.216562,3.60647,00:10:40
20.4236,0.0204236,0.216562,3.60384,00:10:40
20.1296,0.0201296,0.211641,3.60119,00:10:40
19.8346,0.0198346,0.212461,3.59845,00:10:40
19.552,0.019552,0.203437,3.59575,00:10:40
19.282,0.019282,0.194414,3.5931,00:10:40
19.0154,0.0190154,0.191953,3.59043,00:10:40
18.7625,0.0187625,0.182109,3.58784,00:10:40
18.5243,0.0185243,0.171445,3.58537,00:10:40
18.2851,0.0182851,0.172266,3.58285,00:10:40
18.0527,0.0180527,0.167344,3.58037,00:10:40
17.8396,0.0178396,0.153398,3.57808,00:10:40
17.6254,0.0176254,0.154219,3.57576,00:10:40
17.4238,0.0174238,0.145195,3.57355,00:10:40
17.2232,0.0172232,0.144375,3.57135,00:10:40
17.033,0.017033,0.136992,3.56925,00:10:40
16.845,0.016845,0.135352,3.56716,00:10:40
16.6627,0.0166627,0.13125,3.56513,00:10:40
16.4793,0.0164793,0.13207,3.56308,00:10:40
16.3106,0.0163106,0.121406,3.56119,00:10:41
16.1397,0.0161397,0.123047,3.55928,00:10:41
15.9791,0.0159791,0.115664,3.55748,00:10:41
15.8184,0.0158184,0.115664,3.55568,00:10:41
15.6669,0.0156669,0.109102,3.55398,00:10:41
15.512,0.015512,0.111562,3.55225,00:10:41
15.3593,0.0153593,0.109922,3.55055,00:10:41
15.2135,0.0152135,0.105,3.54893,00:10:41
15.0654,0.0150654,0.106641,3.54728,00:10:41
14.9241,0.0149241,0.101719,3.54572,00:10:41
14.7862,0.0147862,0.0992578,3.5442,00:10:41
14.6449,0.0146449,0.101719,3.54266,00:10:41
14.5128,0.0145128,0.0951562,3.54121,00:10:41
14.3783,0.0143783,0.0967969,3.53975,00:10:41
14.2462,0.0142462,0.0951562,3.53833,00:10:41
14.1174,0.0141174,0.0926953,3.53694,00:10:41
13.9887,0.0139887,0.0926953,3.53557,00:10:41
13.8634,0.0138634,0.0902344,3.53424,00:10:41
13.7426,0.0137426,0.0869531,3.53297,00:10:41
13.6207,0.0136207,0.0877734,3.53169,00:10:41
13.4988,0.0134988,0.0877734,3.53043,00:10:42
13.3814,0.0133814,0.0844922,3.52922,00:10:42
13.2641,0.0132641,0.0844922,3.52802,00:10:42
13.1467,0.0131467,0.0844922,3.52683,00:10:42
13.0351,0.0130351,0.0803906,3.5257,00:10:42
12.9234,0.0129234,0.0803906,3.52459,00:10:42
12.8118,0.0128118,0.0803906,3.52348,00:10:42
12.699,0.012699,0.0812109,3.52238,00:10:42
12.5907,0.0125907,0.0779297,3.52133,00:10:42
12.4837,0.0124837,0.0771094,3.5203,00:10:42
12.3754,0.0123754,0.0779297,3.51927,00:10:42
12.2683,0.0122683,0.0771094,3.51826,00:10:42
12.1635,0.0121635,0.0754687,3.51728,00:10:42
12.0621,0.0120621,0.0730078,3.51635,00:10:42
11.9573,0.0119573,0.0754687,3.51539,00:10:42
11.8536,0.0118536,0.0746484,3.51446,00:10:42
11.7533,0.0117533,0.0721875,3.51357,00:10:42
11.6542,0.0116542,0.0713672,3.5127,00:10:42
11.554,0.011554,0.0721875,3.51183,00:10:42
11.4537,0.0114537,0.0721875,3.51098,00:10:42
11.3534,0.0113534,0.0721875,3.51013,00:10:43
11.2555,0.0112555,0.0705469,3.50932,00:10:43
11.1586,0.0111586,0.0697266,3.50852,00:10:43
11.0629,0.0110629,0.0689062,3.50775,00:10:43
10.9649,0.0109649,0.0705469,3.50697,00:10:43
10.8658,0.0108658,0.0713672,3.5062,00:10:43
10.7735,0.0107735,0.0664453,3.50549,00:10:43
10.6801,0.0106801,0.0672656,3.50478,00:10:43
10.5867,0.0105867,0.0672656,3.50408,00:10:43
10.4921,0.0104921,0.0680859,3.50339,00:10:43
10.3998,0.0103998,0.0664453,3.50273,00:10:43
10.3098,0.0103098,0.0648047,3.50209,00:10:43
10.2187,0.0102187,0.065625,3.50146,00:10:43
10.1287,0.0101287,0.0648047,3.50085,00:10:43
10.0387,0.0100387,0.0648047,3.50025,00:10:43
9.94752,0.00994752,0.065625,3.49966,00:10:43
9.85637,0.00985637,0.065625,3.49908,00:10:43
9.76637,0.00976637,0.0648047,3.49851,00:10:43
9.67978,0.00967978,0.0623437,3.49797,00:10:43
9.59319,0.00959319,0.0623437,3.49743,00:10:43
9.50546,0.00950546,0.0631641,3.49689,00:10:44
9.4166,0.0094166,0.0639844,3.49634,00:10:44
9.32887,0.00932887,0.0631641,3.4958,00:10:44
9.24228,0.00924228,0.0623437,3.49525,00:10:44
9.15569,0.00915569,0.0623437,3.4947,00:10:44
9.06796,0.00906796,0.0631641,3.49413,00:10:44
8.98479,0.00898479,0.0598828,3.49358,00:10:44
8.90048,0.00890048,0.0607031,3.49301,00:10:44
8.81617,0.00881617,0.0607031,3.49242,00:10:44
8.73072,0.00873072,0.0615234,3.49181,00:10:44
8.64527,0.00864527,0.0615234,3.49117,00:10:44
8.56096,0.00856096,0.0607031,3.49053,00:10:44
8.47438,0.00847438,0.0623437,3.48984,00:10:44
8.39235,0.00839235,0.0590625,3.48917,00:10:44
8.31031,0.00831031,0.0590625,3.48846,00:10:44
8.22828,0.00822828,0.0590625,3.48773,00:10:44
8.14511,0.00814511,0.0598828,3.48696,00:10:44
8.06422,0.00806422,0.0582422,3.48618,00:10:44
7.98561,0.00798561,0.0566016,3.48539,00:10:44
7.90586,0.00790585,0.0574219,3.48456,00:10:44
7.8261,0.0078261,0.0574219,3.48369,00:10:45
7.74863,0.00774863,0.0557812,3.48281,00:10:45
7.67001,0.00767001,0.0566016,3.48188,00:10:45
7.59254,0.00759254,0.0557812,3.48093,00:10:45
7.51393,0.00751393,0.0566016,3.47992,00:10:45
7.43645,0.00743645,0.0557812,3.47889,00:10:45
7.36126,0.00736126,0.0541406,3.47784,00:10:45
7.28606,0.00728606,0.0541406,3.47676,00:10:45
7.20973,0.00720973,0.0549609,3.47561,00:10:45
7.13453,0.00713453,0.0541406,3.47444,00:10:45
7.06048,0.00706048,0.0533203,3.47323,00:10:45
6.9887,0.0069887,0.0516797,3.47203,00:10:45
6.91578,0.00691578,0.0525,3.47076,00:10:45
6.84287,0.00684287,0.0525,3.46944,00:10:45
6.77223,0.00677223,0.0508594,3.46811,00:10:45
6.70273,0.00670273,0.0500391,3.46676,00:10:45
6.63095,0.00663095,0.0516797,3.46532,00:10:45
6.56145,0.00656145,0.0500391,3.46388,00:10:45
6.49195,0.00649195,0.0500391,3.46239,00:10:45
6.42246,0.00642246,0.0500391,3.46085,00:10:45
6.35524,0.00635524,0.0483984,3.45931,00:10:46
6.28688,0.00628688,0.0492187,3.4577,00:10:46
6.2208,0.0062208,0.0475781,3.45609,00:10:46
6.15585,0.00615585,0.0467578,3.45446,00:10:46
6.09091,0.00609091,0.0467578,3.45279,00:10:46
6.02597,0.00602597,0.0467578,3.45106,00:10:46
5.96331,0.00596331,0.0451172,3.44935,00:10:46
5.89951,0.00589951,0.0459375,3.44756,00:10:46
5.83798,0.00583798,0.0442969,3.44579,00:10:46
5.7776,0.0057776,0.0434766,3.444,00:10:46
5.71835,0.00571835,0.0426563,3.4422,00:10:46
5.66025,0.00566025,0.0418359,3.4404,00:10:46
5.60214,0.00560214,0.0418359,3.43854,00:10:46
5.5429,0.0055429,0.0426563,3.43661,00:10:46
5.48593,0.00548593,0.0410156,3.43471,00:10:46
5.42897,0.00542897,0.0410156,3.43276,00:10:46
5.37314,0.00537314,0.0401953,3.43081,00:10:46
5.31845,0.00531845,0.039375,3.42885,00:10:46
5.2649,0.0052649,0.0385547,3.4269,00:10:46
5.21249,0.00521249,0.0377344,3.42494,00:10:46
5.16122,0.00516122,0.0369141,3.42299,00:10:47
5.11109,0.00511109,0.0360937,3.42105,00:10:47
5.0621,0.0050621,0.0352734,3.41912,00:10:47
5.01311,0.00501311,0.0352734,3.41714,00:10:47
4.96526,0.00496526,0.0344531,3.41518,00:10:47
4.91741,0.00491741,0.0344531,3.41319,00:10:47
4.8707,0.0048707,0.0336328,3.4112,00:10:47
4.82399,0.00482399,0.0336328,3.40919,00:10:47
4.77841,0.00477841,0.0328125,3.40719,00:10:47
4.73398,0.00473398,0.0319922,3.4052,00:10:47
4.68955,0.00468955,0.0319922,3.40319,00:10:47
4.64511,0.00464511,0.0319922,3.40114,00:10:47
4.60182,0.00460182,0.0311719,3.39911,00:10:47
4.55738,0.00455738,0.0319922,3.397,00:10:47
4.51181,0.00451181,0.0328125,3.3948,00:10:47
4.46624,0.00446624,0.0328125,3.39257,00:10:47
4.42067,0.00442067,0.0328125,3.3903,00:10:47
4.37509,0.00437509,0.0328125,3.38799,00:10:47
4.32952,0.00432952,0.0328125,3.38565,00:10:47
4.28281,0.00428281,0.0336328,3.38321,00:10:47
4.23837,0.00423837,0.0319922,3.38085,00:10:48
4.19166,0.00419166,0.0336328,3.37834,00:10:48
4.14609,0.00414609,0.0328125,3.37585,00:10:48
4.10052,0.00410052,0.0328125,3.37332,00:10:48
4.05494,0.00405494,0.0328125,3.37075,00:10:48
4.00937,0.00400937,0.0328125,3.36815,00:10:48
3.96494,0.00396494,0.0319922,3.36557,00:10:48
3.91936,0.00391936,0.0328125,3.36289,00:10:48
3.87607,0.00387607,0.0311719,3.36031,00:10:48
3.83164,0.00383164,0.0319922,3.35762,00:10:48
3.7872,0.0037872,0.0319922,3.3549,00:10:48
3.74277,0.00374277,0.0319922,3.35213,00:10:48
3.69948,0.00369948,0.0311719,3.3494,00:10:48
3.65618,0.00365618,0.0311719,3.34663,00:10:48
3.61289,0.00361289,0.0311719,3.34383,00:10:48
3.56959,0.00356959,0.0311719,3.34099,00:10:48
3.52744,0.00352744,0.0303516,3.33819,00:10:48
3.48528,0.00348528,0.0303516,3.33535,00:10:48
3.44313,0.00344313,0.0303516,3.33247,00:10:48
3.40211,0.00340211,0.0295312,3.32964,00:10:48
3.3611,0.0033611,0.0295312,3.32677,00:10:49
3.31894,0.00331894,0.0303516,3.32379,00:10:49
3.27793,0.00327793,0.0295312,3.32085,00:10:49
3.23805,0.00323805,0.0287109,3.31796,00:10:49
3.19703,0.00319703,0.0295312,3.31495,00:10:49
3.15716,0.00315716,0.0287109,3.31199,00:10:49
3.11728,0.00311728,0.0287109,3.309,00:10:49
3.07741,0.00307741,0.0287109,3.30597,00:10:49
3.03753,0.00303753,0.0287109,3.30291,00:10:49
2.99765,0.00299765,0.0287109,3.29982,00:10:49
2.95892,0.00295892,0.0278906,3.29678,00:10:49
2.92132,0.00292132,0.0270703,3.29379,00:10:49
2.88144,0.00288144,0.0287109,3.2906,00:10:49
2.84384,0.00284384,0.0270703,3.28755,00:10:49
2.80625,0.00280625,0.0270703,3.28448,00:10:49
2.76865,0.00276865,0.0270703,3.28137,00:10:49
2.72991,0.00272991,0.0278906,3.27815,00:10:49
2.69231,0.00269231,0.0270703,3.27498,00:10:49
2.65472,0.00265472,0.0270703,3.2718,00:10:49
2.61826,0.00261826,0.02625,3.26868,00:10:49
2.58066,0.00258066,0.0270703,3.26543,00:10:50
2.5442,0.0025442,0.02625,3.26226,00:10:50
2.5066,0.0025066,0.0270703,3.25897,00:10:50
2.47015,0.00247015,0.02625,3.25575,00:10:50
2.43369,0.00243369,0.02625,3.25251,00:10:50
2.39723,0.00239723,0.02625,3.24924,00:10:50
2.36077,0.00236077,0.02625,3.24595,00:10:50
2.32545,0.00232545,0.0254297,3.24274,00:10:50
2.29013,0.00229013,0.0254297,3.23951,00:10:50
2.25481,0.00225481,0.0254297,3.23625,00:10:50
2.2195,0.0022195,0.0254297,3.23298,00:10:50
2.18418,0.00218418,0.0254297,3.22969,00:10:50
2.15,0.00215,0.0246094,3.22648,00:10:50
2.11582,0.00211582,0.0246094,3.22326,00:10:50
2.08164,0.00208164,0.0246094,3.22002,00:10:50
2.04746,0.00204746,0.0246094,3.21676,00:10:50
2.01442,0.00201442,0.0237891,3.21359,00:10:50
1.98024,0.00198024,0.0246094,3.21029,00:10:50
1.9472,0.0019472,0.0237891,3.20709,00:10:50
1.91416,0.00191416,0.0237891,3.20388,00:10:50
1.88112,0.00188112,0.0237891,3.20065,00:10:51
1.84922,0.00184922,0.0229687,3.19751,00:10:51
1.81731,0.00181731,0.0229687,3.19436,00:10:51
1.78541,0.00178541,0.0229687,3.1912,00:10:51
1.75351,0.00175351,0.0229687,3.18803,00:10:51
1.72161,0.00172161,0.0229687,3.18484,00:10:51
1.69085,0.00169085,0.0221484,3.18175,00:10:51
1.66123,0.00166123,0.0213281,3.17877,00:10:51
1.63047,0.00163047,0.0221484,3.17566,00:10:51
1.60084,0.00160084,0.0213281,3.17266,00:10:51
1.57122,0.00157122,0.0213281,3.16964,00:10:51
1.54274,0.00154274,0.0205078,3.16673,00:10:51
1.51425,0.00151425,0.0205078,3.16382,00:10:51
1.48577,0.00148577,0.0205078,3.16089,00:10:51
1.45843,0.00145843,0.0196875,3.15807,00:10:51
1.43222,0.00143222,0.0188672,3.15536,00:10:51
1.40488,0.00140488,0.0196875,3.15253,00:10:51
1.37867,0.00137867,0.0188672,3.14981,00:10:51
1.35247,0.00135247,0.0188672,3.14708,00:10:51
1.32627,0.00132627,0.0188672,3.14434,00:10:51
1.3012,0.0013012,0.0180469,3.14172,00:10:52
1.27614,0.00127614,0.0180469,3.13909,00:10:52
1.25107,0.00125107,0.0180469,3.13645,00:10:52
1.22714,0.00122714,0.0172266,3.13393,00:10:52
1.20322,0.00120322,0.0172266,3.13141,00:10:52
