SOC (%), Capacity (mAh), Current (A), Voltage (V), Time
0.678182,0.000678182,0.0147656,3.07488,27.2999
0.657674,0.000657674,0.0147656,3.07264,27.3499
0.636027,0.000636027,0.0155859,3.07027,27.3999
0.615519,0.000615519,0.0147656,3.06803,27.4499
0.595012,0.000595012,0.0147656,3.06578,27.4999
0.574504,0.000574504,0.0147656,3.06353,27.5499
0.553996,0.000553996,0.0147656,3.06128,27.5999
0.533488,0.000533488,0.0147656,3.05902,27.6499
0.51298,0.00051298,0.0147656,3.05677,27.6999
0.492472,0.000492472,0.0147656,3.05451,27.7499
0.471965,0.000471965,0.0147656,3.05225,27.7999
0.451457,0.000451457,0.0147656,3.04999,27.8499
0.430949,0.000430949,0.0147656,3.04773,27.8999
0.410441,0.000410441,0.0147656,3.04547,27.9499
0.389933,0.000389933,0.0147656,3.0432,27.9999
0.370565,0.000370565,0.0139453,3.04106,28.0499
0.350057,0.000350057,0.0147656,3.0388,28.0999
0.329549,0.000329549,0.0147656,3.03653,28.1499
0.307902,0.000307902,0.0155859,3.03414,28.1999
0.288534,0.000288534,0.0139453,3.03199,28.2499
0.268026,0.000268026,0.0147656,3.02972,28.2999
0.247518,0.000247518,0.0147656,3.02745,28.3499
0.22701,0.00022701,0.0147656,3.02518,28.3999
0.206502,0.000206502,0.0147656,3.02291,28.4499
0.185995,0.000185995,0.0147656,3.02063,28.4999
0.165487,0.000165487,0.0147656,3.01836,28.5499
0.144979,0.000144979,0.0147656,3.01609,28.5998
0.124471,0.000124471,0.0147656,3.01381,28.6498
0.105103,0.000105103,0.0139453,3.01166,28.6998
0.0845948,8.45948e-05,0.0147656,3.00939,28.7498
0.064087,6.4087e-05,0.0147656,3.00711,28.7998
0.0435792,4.35792e-05,0.0147656,3.00484,28.8498
0.0230714,2.30714e-05,0.0147656,3.00256,28.8998
0.00256357,2.56357e-06,0.0147656,3.00028,28.9498
-0.0179442,-1.79442e-05,0.0147656,nan,28.9998
